site_id,latitude,longitude
GA_001,31.65,-84.55
GA_002,31.65,-84.325
GA_003,31.65,-84.1
GA_004,31.65,-83.875
GA_005,31.65,-83.65
GA_006,31.916667,-84.55
GA_007,31.916667,-84.325
GA_008,31.916667,-84.1
GA_009,31.916667,-83.875
GA_010,31.916667,-83.65
GA_011,32.183333,-84.55
GA_012,32.183333,-84.325
GA_013,32.183333,-84.1
GA_014,32.183333,-83.875
GA_015,32.183333,-83.65
GA_016,32.45,-84.55
GA_017,32.45,-84.325
GA_018,32.45,-84.1
GA_019,32.45,-83.875
GA_020,32.45,-83.65
